datetime,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,hour,dayofweek,month,hour_sin,hour_cos,pm2_5_lag_1
2023-11-24 20:00:00,104.3,68.9,713.0,7.9,16.4,109.0,20,4,11,-0.8660254037844386,0.5000000000000001,71.2
2023-11-24 21:00:00,100.1,66.1,667.0,5.4,16.1,113.0,21,4,11,-0.7071067811865477,0.7071067811865474,68.9
2023-11-24 22:00:00,97.1,64.3,634.0,3.9,15.8,112.0,22,4,11,-0.5000000000000004,0.8660254037844384,66.1
2023-11-24 23:00:00,95.0,62.9,609.0,3.3,15.6,107.0,23,4,11,-0.25881904510252157,0.9659258262890681,64.3
2023-11-25 00:00:00,93.8,61.9,605.0,4.6,15.2,101.0,0,5,11,0.0,1.0,62.9
2023-11-25 01:00:00,91.7,60.8,653.0,10.1,15.1,93.0,1,5,11,0.25881904510252074,0.9659258262890683,61.9
2023-11-25 02:00:00,90.6,60.1,715.0,17.5,15.0,82.0,2,5,11,0.49999999999999994,0.8660254037844387,60.8
2023-11-25 03:00:00,89.4,59.5,739.0,21.5,15.2,79.0,3,5,11,0.7071067811865475,0.7071067811865476,60.1
2023-11-25 04:00:00,87.3,58.3,688.0,18.9,15.8,89.0,4,5,11,0.8660254037844386,0.5000000000000001,59.5
2023-11-25 05:00:00,81.7,54.6,599.0,13.0,16.7,107.0,5,5,11,0.9659258262890683,0.25881904510252074,58.3
2023-11-25 06:00:00,68.7,45.9,522.0,8.3,17.4,123.0,6,5,11,1.0,6.123233995736766e-17,54.6
2023-11-25 07:00:00,62.9,42.1,474.0,6.5,17.7,135.0,7,5,11,0.9659258262890683,-0.25881904510252063,45.9
2023-11-25 08:00:00,60.3,40.3,439.0,6.0,17.9,145.0,8,5,11,0.8660254037844387,-0.4999999999999998,42.1
2023-11-25 09:00:00,58.3,38.9,421.0,6.5,18.2,150.0,9,5,11,0.7071067811865476,-0.7071067811865475,40.3
2023-11-25 10:00:00,58.4,38.9,421.0,8.0,18.8,150.0,10,5,11,0.49999999999999994,-0.8660254037844387,38.9
2023-11-25 11:00:00,59.6,39.7,437.0,10.5,19.5,145.0,11,5,11,0.258819045102521,-0.9659258262890682,38.9
2023-11-25 12:00:00,69.2,46.1,471.0,14.3,19.2,134.0,12,5,11,1.2246467991473532e-16,-1.0,39.7
2023-11-25 13:00:00,77.1,51.7,519.0,16.7,18.8,123.0,13,5,11,-0.2588190451025208,-0.9659258262890683,46.1
2023-11-25 14:00:00,82.4,55.2,585.0,20.0,18.2,108.0,14,5,11,-0.4999999999999997,-0.8660254037844388,51.7
2023-11-25 15:00:00,88.5,59.1,628.0,21.5,17.5,97.0,15,5,11,-0.7071067811865471,-0.7071067811865479,55.2
2023-11-25 16:00:00,93.4,62.2,629.0,19.8,16.5,94.0,16,5,11,-0.8660254037844384,-0.5000000000000004,59.1
2023-11-25 17:00:00,95.9,63.8,607.0,16.4,15.4,96.0,17,5,11,-0.9659258262890683,-0.25881904510252063,62.2
2023-11-25 18:00:00,104.5,69.4,575.0,13.0,14.4,99.0,18,5,11,-1.0,-1.8369701987210297e-16,63.8
2023-11-25 19:00:00,106.6,70.5,531.0,10.1,13.7,102.0,19,5,11,-0.9659258262890684,0.2588190451025203,69.4
2023-11-25 20:00:00,99.7,65.9,477.0,7.2,13.2,106.0,20,5,11,-0.8660254037844386,0.5000000000000001,70.5
2023-11-25 21:00:00,101.3,66.8,434.0,5.3,12.6,109.0,21,5,11,-0.7071067811865477,0.7071067811865474,65.9
2023-11-25 22:00:00,98.7,65.0,398.0,3.8,11.8,110.0,22,5,11,-0.5000000000000004,0.8660254037844384,66.8
2023-11-25 23:00:00,115.9,74.5,373.0,3.1,11.0,109.0,23,5,11,-0.25881904510252157,0.9659258262890681,65.0
2023-11-26 00:00:00,110.1,71.9,386.0,5.7,9.5,102.0,0,6,11,0.0,1.0,74.5
2023-11-26 01:00:00,105.5,68.9,460.0,13.7,9.5,91.0,1,6,11,0.25881904510252074,0.9659258262890683,71.9
2023-11-26 02:00:00,105.7,68.9,558.0,24.4,9.5,77.0,2,6,11,0.49999999999999994,0.8660254037844387,68.9
2023-11-26 03:00:00,106.9,69.6,608.0,30.2,9.8,72.0,3,6,11,0.7071067811865475,0.7071067811865476,68.9
2023-11-26 04:00:00,104.1,67.5,565.0,26.3,10.7,83.0,4,6,11,0.8660254037844386,0.5000000000000001,69.6
2023-11-26 05:00:00,97.6,63.1,474.0,17.5,11.9,102.0,5,6,11,0.9659258262890683,0.25881904510252074,67.5
2023-11-26 06:00:00,88.0,56.7,398.0,10.3,12.8,118.0,6,6,11,1.0,6.123233995736766e-17,63.1
2023-11-26 07:00:00,83.8,53.3,358.0,6.9,13.0,127.0,7,6,11,0.9659258262890683,-0.25881904510252063,56.7
2023-11-26 08:00:00,79.4,50.4,334.0,5.3,12.9,132.0,8,6,11,0.8660254037844387,-0.4999999999999998,53.3
2023-11-26 09:00:00,76.1,48.5,329.0,5.5,12.7,133.0,9,6,11,0.7071067811865476,-0.7071067811865475,50.4
2023-11-26 10:00:00,73.3,46.9,348.0,8.3,12.6,128.0,10,6,11,0.49999999999999994,-0.8660254037844387,48.5
2023-11-26 11:00:00,71.5,45.6,387.0,13.0,12.4,118.0,11,6,11,0.258819045102521,-0.9659258262890682,46.9
2023-11-26 12:00:00,56.8,37.0,408.0,17.4,12.9,111.0,12,6,11,1.2246467991473532e-16,-1.0,45.6
2023-11-26 13:00:00,60.8,40.2,454.0,22.0,12.6,99.0,13,6,11,-0.2588190451025208,-0.9659258262890683,37.0
2023-11-26 14:00:00,61.9,41.1,515.0,28.0,12.0,82.0,14,6,11,-0.4999999999999997,-0.8660254037844388,40.2
2023-11-26 15:00:00,62.9,41.6,549.0,31.0,11.4,70.0,15,6,11,-0.7071067811865471,-0.7071067811865479,41.1
2023-11-26 16:00:00,63.8,42.1,529.0,28.0,10.5,68.0,16,6,11,-0.8660254037844384,-0.5000000000000004,41.6
2023-11-26 17:00:00,65.0,42.7,482.0,21.9,9.6,71.0,17,6,11,-0.9659258262890683,-0.25881904510252063,42.1
2023-11-26 18:00:00,64.0,42.0,439.0,16.7,8.7,73.0,18,6,11,-1.0,-1.8369701987210297e-16,42.7
2023-11-26 19:00:00,61.2,40.3,409.0,13.7,8.0,72.0,19,6,11,-0.9659258262890684,0.2588190451025203,42.0
2023-11-26 20:00:00,58.9,38.8,384.0,11.5,7.4,70.0,20,6,11,-0.8660254037844386,0.5000000000000001,40.3
2023-11-26 21:00:00,58.1,38.2,370.0,9.9,7.2,68.0,21,6,11,-0.7071067811865477,0.7071067811865474,38.8
2023-11-26 22:00:00,58.4,38.3,358.0,8.1,7.2,67.0,22,6,11,-0.5000000000000004,0.8660254037844384,38.2
2023-11-26 23:00:00,60.1,39.1,357.0,6.9,7.5,66.0,23,6,11,-0.25881904510252157,0.9659258262890681,38.3
2023-11-27 00:00:00,63.8,41.3,406.0,10.1,8.4,59.0,0,0,11,0.0,1.0,39.1
2023-11-27 01:00:00,67.8,43.8,551.0,20.6,10.5,50.0,1,0,11,0.25881904510252074,0.9659258262890683,41.3
2023-11-27 02:00:00,74.3,48.2,747.0,34.7,13.6,39.0,2,0,11,0.49999999999999994,0.8660254037844387,43.8
2023-11-27 03:00:00,81.7,53.3,865.0,41.9,17.1,40.0,3,0,11,0.7071067811865475,0.7071067811865476,48.2
2023-11-27 04:00:00,85.2,55.8,834.0,35.6,21.9,63.0,4,0,11,0.8660254037844386,0.5000000000000001,53.3
2023-11-27 05:00:00,86.1,56.1,725.0,22.4,27.1,98.0,5,0,11,0.9659258262890683,0.25881904510252074,55.8
2023-11-27 06:00:00,87.3,57.3,627.0,11.8,29.8,125.0,6,0,11,1.0,6.123233995736766e-17,56.1
2023-11-27 07:00:00,88.9,58.9,566.0,7.3,27.8,137.0,7,0,11,0.9659258262890683,-0.25881904510252063,57.3
2023-11-27 08:00:00,89.9,59.5,517.0,5.4,23.2,141.0,8,0,11,0.8660254037844387,-0.4999999999999998,58.9
2023-11-27 09:00:00,88.5,58.3,491.0,5.5,19.4,141.0,9,0,11,0.7071067811865476,-0.7071067811865475,59.5
2023-11-27 10:00:00,86.1,56.7,495.0,8.0,17.7,137.0,10,0,11,0.49999999999999994,-0.8660254037844387,58.3
2023-11-27 11:00:00,84.3,55.5,522.0,12.6,16.8,128.0,11,0,11,0.258819045102521,-0.9659258262890682,56.7
2023-11-27 12:00:00,89.2,59.1,579.0,17.5,16.5,117.0,12,0,11,1.2246467991473532e-16,-1.0,55.5
2023-11-27 13:00:00,92.7,61.9,637.0,22.9,16.5,104.0,13,0,11,-0.2588190451025208,-0.9659258262890683,59.1
2023-11-27 14:00:00,94.8,63.6,716.0,30.3,16.5,87.0,14,0,11,-0.4999999999999997,-0.8660254037844388,61.9
2023-11-27 15:00:00,94.3,63.3,775.0,35.4,16.4,73.0,15,0,11,-0.7071067811865471,-0.7071067811865479,63.6
2023-11-27 16:00:00,92.7,62.4,798.0,36.6,16.2,66.0,16,0,11,-0.8660254037844384,-0.5000000000000004,63.3
2023-11-27 17:00:00,90.8,61.2,800.0,35.4,15.9,64.0,17,0,11,-0.9659258262890683,-0.25881904510252063,62.4
2023-11-27 18:00:00,87.5,59.4,781.0,32.1,15.5,65.0,18,0,11,-1.0,-1.8369701987210297e-16,61.2
2023-11-27 19:00:00,82.2,55.9,730.0,25.4,15.0,73.0,19,0,11,-0.9659258262890684,0.2588190451025203,59.4
2023-11-27 20:00:00,75.9,51.7,657.0,16.6,14.5,84.0,20,0,11,-0.8660254037844386,0.5000000000000001,55.9
2023-11-27 21:00:00,70.5,48.1,601.0,9.9,14.1,92.0,21,0,11,-0.7071067811865477,0.7071067811865474,51.7
2023-11-27 22:00:00,66.6,45.5,563.0,6.2,13.8,94.0,22,0,11,-0.5000000000000004,0.8660254037844384,48.1
2023-11-27 23:00:00,64.3,43.9,541.0,4.6,13.6,92.0,23,0,11,-0.25881904510252157,0.9659258262890681,45.5
2023-11-28 00:00:00,64.0,43.7,573.0,7.2,13.9,88.0,0,1,11,0.0,1.0,43.9
2023-11-28 01:00:00,65.7,44.6,691.0,18.3,14.4,74.0,1,1,11,0.25881904510252074,0.9659258262890683,43.7
2023-11-28 02:00:00,70.5,47.8,849.0,33.1,15.1,56.0,2,1,11,0.49999999999999994,0.8660254037844387,44.6
2023-11-28 03:00:00,77.8,52.7,936.0,41.2,16.5,51.0,3,1,11,0.7071067811865475,0.7071067811865476,47.8
2023-11-28 04:00:00,82.7,56.0,886.0,35.9,19.2,73.0,4,1,11,0.8660254037844386,0.5000000000000001,52.7
2023-11-28 05:00:00,89.4,60.3,764.0,23.9,22.6,108.0,5,1,11,0.9659258262890683,0.25881904510252074,56.0
2023-11-28 06:00:00,104.3,70.1,656.0,13.9,24.7,136.0,6,1,11,1.0,6.123233995736766e-17,60.3
2023-11-28 07:00:00,117.3,78.0,585.0,9.1,24.6,149.0,7,1,11,0.9659258262890683,-0.25881904510252063,70.1
2023-11-28 08:00:00,112.7,74.0,527.0,6.5,23.2,155.0,8,1,11,0.8660254037844387,-0.4999999999999998,78.0
2023-11-28 09:00:00,99.2,64.7,493.0,5.6,22.0,156.0,9,1,11,0.7071067811865476,-0.7071067811865475,74.0
2023-11-28 10:00:00,90.1,58.8,488.0,6.6,21.3,153.0,10,1,11,0.49999999999999994,-0.8660254037844387,64.7
2023-11-28 11:00:00,88.9,58.7,508.0,9.3,20.7,145.0,11,1,11,0.258819045102521,-0.9659258262890682,58.8
2023-11-28 12:00:00,92.9,61.9,552.0,13.6,20.5,134.0,12,1,11,1.2246467991473532e-16,-1.0,58.7
2023-11-28 13:00:00,98.3,66.1,640.0,20.7,21.2,118.0,13,1,11,-0.2588190451025208,-0.9659258262890683,61.9
2023-11-28 14:00:00,102.4,69.2,751.0,29.3,22.3,98.0,14,1,11,-0.4999999999999997,-0.8660254037844388,66.1
2023-11-28 15:00:00,103.4,69.8,827.0,34.9,22.9,83.0,15,1,11,-0.7071067811865471,-0.7071067811865479,69.2
2023-11-28 16:00:00,102.4,69.2,840.0,35.4,22.6,76.0,16,1,11,-0.8660254037844384,-0.5000000000000004,69.8
2023-11-28 17:00:00,100.6,68.2,818.0,32.8,21.9,74.0,17,1,11,-0.9659258262890683,-0.25881904510252063,69.2
2023-11-28 18:00:00,98.7,66.8,782.0,29.0,21.0,75.0,18,1,11,-1.0,-1.8369701987210297e-16,68.2
2023-11-28 19:00:00,95.9,65.0,731.0,23.5,20.1,79.0,19,1,11,-0.9659258262890684,0.2588190451025203,66.8
2023-11-28 20:00:00,92.7,62.6,666.0,16.8,19.1,86.0,20,1,11,-0.8660254037844386,0.5000000000000001,65.0
2023-11-28 21:00:00,89.2,60.3,613.0,11.5,18.3,91.0,21,1,11,-0.7071067811865477,0.7071067811865474,62.6
2023-11-28 22:00:00,85.7,57.7,573.0,7.9,17.7,94.0,22,1,11,-0.5000000000000004,0.8660254037844384,60.3
2023-11-28 23:00:00,82.0,55.2,544.0,5.8,17.1,94.0,23,1,11,-0.25881904510252157,0.9659258262890681,57.7
2023-11-29 00:00:00,100.4,67.5,605.0,8.0,17.9,91.0,0,2,11,0.0,1.0,55.2
2023-11-29 01:00:00,98.5,66.1,719.0,19.3,18.0,79.0,1,2,11,0.25881904510252074,0.9659258262890683,67.5
2023-11-29 02:00:00,98.3,66.1,871.0,34.3,18.1,64.0,2,2,11,0.49999999999999994,0.8660254037844387,66.1
2023-11-29 03:00:00,98.3,65.9,946.0,42.4,18.6,61.0,3,2,11,0.7071067811865475,0.7071067811865476,66.1
2023-11-29 04:00:00,95.0,63.8,871.0,36.7,19.8,80.0,4,2,11,0.8660254037844386,0.5000000000000001,65.9
2023-11-29 05:00:00,87.8,58.6,719.0,24.0,21.3,111.0,5,2,11,0.9659258262890683,0.25881904510252074,63.8
2023-11-29 06:00:00,77.8,51.8,589.0,13.6,22.2,134.0,6,2,11,1.0,6.123233995736766e-17,58.6
2023-11-29 07:00:00,71.0,47.7,516.0,8.8,22.0,143.0,7,2,11,0.9659258262890683,-0.25881904510252063,51.8
2023-11-29 08:00:00,66.6,44.7,466.0,6.2,21.1,145.0,8,2,11,0.8660254037844387,-0.4999999999999998,47.7
2023-11-29 09:00:00,62.4,41.9,437.0,5.3,20.2,144.0,9,2,11,0.7071067811865476,-0.7071067811865475,44.7
2023-11-29 10:00:00,60.1,40.3,426.0,5.6,19.3,140.0,10,2,11,0.49999999999999994,-0.8660254037844387,41.9
2023-11-29 11:00:00,59.6,39.9,437.0,7.6,18.3,133.0,11,2,11,0.258819045102521,-0.9659258262890682,40.3
2023-11-29 12:00:00,56.7,38.1,461.0,11.5,17.1,120.0,12,2,11,1.2246467991473532e-16,-1.0,39.9
2023-11-29 13:00:00,66.4,44.9,603.0,23.9,18.2,100.0,13,2,11,-0.2588190451025208,-0.9659258262890683,38.1
2023-11-29 14:00:00,75.4,51.3,797.0,40.7,19.7,74.0,14,2,11,-0.4999999999999997,-0.8660254037844388,44.9
2023-11-29 15:00:00,81.0,55.3,931.0,51.5,20.8,54.0,15,2,11,-0.7071067811865471,-0.7071067811865479,51.3
2023-11-29 16:00:00,84.3,57.6,949.0,50.7,21.2,50.0,16,2,11,-0.8660254037844384,-0.5000000000000004,55.3
2023-11-29 17:00:00,86.6,59.1,908.0,43.9,21.2,52.0,17,2,11,-0.9659258262890683,-0.25881904510252063,57.6
2023-11-29 18:00:00,87.1,59.5,863.0,37.7,20.7,54.0,18,2,11,-1.0,-1.8369701987210297e-16,59.1
2023-11-29 19:00:00,85.7,58.7,836.0,34.6,19.3,50.0,19,2,11,-0.9659258262890684,0.2588190451025203,59.5
2023-11-29 20:00:00,83.1,56.9,807.0,32.2,17.3,46.0,20,2,11,-0.8660254037844386,0.5000000000000001,58.7
2023-11-29 21:00:00,79.4,54.2,769.0,29.4,15.6,43.0,21,2,11,-0.7071067811865477,0.7071067811865474,56.9
2023-11-29 22:00:00,74.3,50.8,691.0,24.1,14.5,45.0,22,2,11,-0.5000000000000004,0.8660254037844384,54.2
2023-11-29 23:00:00,68.9,46.9,604.0,18.5,13.6,49.0,23,2,11,-0.25881904510252157,0.9659258262890681,50.8
2023-11-30 00:00:00,65.9,44.9,695.0,26.5,12.4,34.0,0,3,11,0.0,1.0,46.9
2023-11-30 01:00:00,64.3,43.5,936.0,35.7,12.5,24.0,1,3,11,0.25881904510252074,0.9659258262890683,44.9
2023-11-30 02:00:00,68.0,46.2,1256.0,47.9,13.0,13.0,2,3,11,0.49999999999999994,0.8660254037844387,43.5
2023-11-30 03:00:00,77.5,53.0,1407.0,53.2,15.7,16.0,3,3,11,0.7071067811865475,0.7071067811865476,46.2
2023-11-30 04:00:00,83.6,57.0,1225.0,45.0,23.3,49.0,4,3,11,0.8660254037844386,0.5000000000000001,53.0
2023-11-30 05:00:00,83.6,56.6,873.0,29.9,33.2,97.0,5,3,11,0.9659258262890683,0.25881904510252074,57.0
2023-11-30 06:00:00,87.5,59.0,597.0,17.7,38.8,135.0,6,3,11,1.0,6.123233995736766e-17,56.6
2023-11-30 07:00:00,77.8,51.5,496.0,11.9,36.2,152.0,7,3,11,0.9659258262890683,-0.25881904510252063,59.0
2023-11-30 08:00:00,71.9,46.0,469.0,9.0,29.4,160.0,8,3,11,0.8660254037844387,-0.4999999999999998,51.5
2023-11-30 09:00:00,69.2,42.4,461.0,7.9,23.9,162.0,9,3,11,0.7071067811865476,-0.7071067811865475,46.0
2023-11-30 10:00:00,67.8,40.3,426.0,5.5,21.8,164.0,10,3,11,0.49999999999999994,-0.8660254037844387,42.4
2023-11-30 11:00:00,67.1,39.2,410.0,4.9,21.0,161.0,11,3,11,0.258819045102521,-0.9659258262890682,40.3
2023-11-30 12:00:00,72.4,40.5,476.0,13.3,17.7,138.0,12,3,11,1.2246467991473532e-16,-1.0,39.2
2023-11-30 13:00:00,78.9,46.1,790.0,42.6,18.4,103.0,13,3,11,-0.2588190451025208,-0.9659258262890683,40.5
2023-11-30 14:00:00,95.7,58.9,1225.0,82.6,19.3,55.0,14,3,11,-0.4999999999999997,-0.8660254037844388,46.1
2023-11-30 15:00:00,106.2,66.4,1566.0,110.4,20.2,20.0,15,3,11,-0.7071067811865471,-0.7071067811865479,58.9
2023-11-30 16:00:00,115.7,72.9,1743.0,114.5,21.2,10.0,16,3,11,-0.8660254037844384,-0.5000000000000004,66.4
2023-11-30 17:00:00,114.1,73.6,1825.0,106.4,22.2,14.0,17,3,11,-0.9659258262890683,-0.25881904510252063,72.9
2023-11-30 18:00:00,104.5,69.4,1810.0,97.3,22.4,17.0,18,3,11,-1.0,-1.8369701987210297e-16,73.6
2023-11-30 19:00:00,92.7,62.6,1662.0,91.6,21.1,16.0,19,3,11,-0.9659258262890684,0.2588190451025203,69.4
2023-11-30 20:00:00,81.5,55.6,1416.0,84.9,18.9,15.0,20,3,11,-0.8660254037844386,0.5000000000000001,62.6
2023-11-30 21:00:00,71.5,49.2,1176.0,75.9,17.4,17.0,21,3,11,-0.7071067811865477,0.7071067811865474,55.6
2023-11-30 22:00:00,63.1,43.7,952.0,61.5,17.2,26.0,22,3,11,-0.5000000000000004,0.8660254037844384,49.2
2023-11-30 23:00:00,56.2,39.0,733.0,44.8,17.7,38.0,23,3,11,-0.25881904510252157,0.9659258262890681,43.7
2023-12-01 00:00:00,61.5,41.4,950.0,55.1,15.3,14.0,0,4,12,0.0,1.0,39.0
2023-12-01 01:00:00,58.6,39.6,979.0,55.2,16.5,15.0,1,4,12,0.25881904510252074,0.9659258262890683,41.4
2023-12-01 02:00:00,58.4,39.9,1013.0,54.8,18.1,17.0,2,4,12,0.49999999999999994,0.8660254037844387,39.6
2023-12-01 03:00:00,58.2,40.3,986.0,50.8,19.7,29.0,3,4,12,0.7071067811865475,0.7071067811865476,39.9
2023-12-01 04:00:00,53.7,37.4,845.0,40.1,21.3,58.0,4,4,12,0.8660254037844386,0.5000000000000001,40.3
2023-12-01 05:00:00,51.6,36.0,644.0,25.9,22.8,96.0,5,4,12,0.9659258262890683,0.25881904510252074,37.4
2023-12-01 06:00:00,49.9,34.7,482.0,14.6,23.1,125.0,6,4,12,1.0,6.123233995736766e-17,36.0
2023-12-01 07:00:00,51.1,35.2,400.0,8.8,21.1,136.0,7,4,12,0.9659258262890683,-0.25881904510252063,34.7
2023-12-01 08:00:00,45.1,30.6,358.0,6.0,17.8,137.0,8,4,12,0.8660254037844387,-0.4999999999999998,35.2
2023-12-01 09:00:00,40.7,27.3,335.0,4.8,15.1,135.0,9,4,12,0.7071067811865476,-0.7071067811865475,30.6
2023-12-01 10:00:00,39.0,25.6,326.0,4.8,13.8,132.0,10,4,12,0.49999999999999994,-0.8660254037844387,27.3
2023-12-01 11:00:00,39.2,25.7,336.0,6.5,13.2,126.0,11,4,12,0.258819045102521,-0.9659258262890682,25.6
2023-12-01 12:00:00,39.5,25.5,364.0,9.6,12.8,117.0,12,4,12,1.2246467991473532e-16,-1.0,25.7
2023-12-01 13:00:00,44.0,29.4,418.0,14.7,13.2,105.0,13,4,12,-0.2588190451025208,-0.9659258262890683,25.5
2023-12-01 14:00:00,47.5,32.1,491.0,21.6,13.7,89.0,14,4,12,-0.4999999999999997,-0.8660254037844388,29.4
2023-12-01 15:00:00,49.4,33.4,541.0,26.1,13.9,76.0,15,4,12,-0.7071067811865471,-0.7071067811865479,32.1
2023-12-01 16:00:00,50.4,34.1,549.0,26.3,13.6,71.0,16,4,12,-0.8660254037844384,-0.5000000000000004,33.4
2023-12-01 17:00:00,51.6,34.8,534.0,24.0,12.9,70.0,17,4,12,-0.9659258262890683,-0.25881904510252063,34.1
2023-12-01 18:00:00,52.4,35.3,512.0,21.0,12.2,70.0,18,4,12,-1.0,-1.8369701987210297e-16,34.8
